Date,Bullish,Neutral,Bearish,Total,8-week,Spread,SPYHighWk,SPYLowWK,SPYCloseWK
3/19/1993,41.00%,32.00%,27.00%,100%,40.50%,14.00%,453.32,447.99,450.18
3/26/1993,43.00%,34.00%,23.00%,100%,40.88%,20.00%,452.09,446.08,447.78
4/2/1993,37.00%,36.00%,27.00%,100%,40.00%,10.00%,454.88,440.71,441.39
4/9/1993,32.00%,39.00%,29.00%,100%,38.13%,3.00%,443.77,439.48,441.84
4/16/1993,31.00%,35.00%,34.00%,100%,36.25%,-3.00%,450.4,441.84,448.94
4/23/1993,28.00%,42.00%,30.00%,100%,35.50%,-2.00%,449.39,436.82,437.17
4/30/1993,22.00%,37.00%,41.00%,100%,34.88%,-19.00%,442.29,432.3,440.19
5/7/1993,21.00%,45.00%,34.00%,100%,31.88%,-13.00%,446.09,438.25,442.31
5/14/1993,20.00%,41.00%,39.00%,100%,29.25%,-19.00%,445.42,438.1,439.56
5/21/1993,21.00%,34.00%,45.00%,100%,26.50%,-24.00%,450.59,436.83,445.84
5/28/1993,24.00%,37.00%,39.00%,100%,24.88%,-15.00%,454.55,444.89,450.19
6/4/1993,33.00%,39.00%,28.00%,100%,25.00%,5.00%,455.63,448.92,450.06
6/11/1993,23.00%,36.00%,41.00%,100%,24.00%,-18.00%,452.49,444.09,447.26
6/18/1993,22.00%,35.00%,43.00%,100%,23.25%,-21.00%,448.98,443.61,443.68
6/25/1993,28.00%,38.00%,34.00%,100%,24.00%,-6.00%,448.64,443.19,447.6
7/2/1993,18.00%,44.00%,38.00%,100%,23.63%,-20.00%,451.9,445.2,445.84
7/9/1993,21.00%,45.00%,34.00%,100%,23.75%,-13.00%,448.96,441.4,448.13
7/16/1993,22.00%,44.00%,34.00%,100%,23.88%,-12.00%,451.12,445.66,445.75
7/23/1993,24.00%,43.00%,33.00%,100%,23.88%,-9.00%,449.22,443.71,447.1
7/30/1993,25.00%,45.00%,30.00%,100%,22.88%,-5.00%,450.77,444.51,448.13
8/6/1993,26.00%,42.00%,32.00%,100%,23.25%,-6.00%,450.43,446.94,448.68
8/13/1993,25.00%,41.00%,34.00%,100%,23.63%,-9.00%,451.63,447.53,450.14
8/20/1993,29.00%,41.00%,30.00%,100%,23.75%,-1.00%,456.99,448.96,456.16
8/27/1993,27.00%,35.00%,38.00%,100%,24.88%,-11.00%,461.04,454.29,460.54
9/3/1993,38.00%,33.00%,29.00%,100%,27.00%,9.00%,463.8,459.19,461.34
9/10/1993,30.00%,30.00%,40.00%,100%,28.00%,-10.00%,462.07,453.75,461.72
9/17/1993,32.00%,34.00%,34.00%,100%,29.00%,-2.00%,463.38,456.31,458.83
9/24/1993,28.00%,40.00%,32.00%,100%,29.38%,-4.00%,459.91,449.64,457.63
10/1/1993,26.00%,34.00%,40.00%,100%,29.38%,-14.00%,462.17,456.92,461.29
10/8/1993,29.00%,37.00%,34.00%,100%,29.88%,-5.00%,463.15,456.4,460.31
10/15/1993,31.00%,38.00%,31.00%,100%,30.13%,0.00%,471.1,456.4,469.5
10/22/1993,42.00%,30.00%,28.00%,100%,32.00%,14.00%,471.1,463.27,463.27
10/29/1993,43.00%,33.00%,24.00%,100%,32.63%,19.00%,468.76,462.05,467.83
11/4/1993,32.00%,36.00%,32.00%,100%,32.88%,0.00%,469.11,454.36,459.57
11/11/1993,35.00%,30.00%,35.00%,100%,33.25%,0.00%,465.84,454.36,465.39
11/18/1993,34.00%,31.00%,35.00%,100%,34.00%,-1.00%,467.24,460.03,462.6
11/24/1993,45.00%,30.00%,25.00%,100%,36.38%,20.00%,462.9,457.08,462.36
12/2/1993,33.00%,32.00%,35.00%,100%,36.88%,-2.00%,464.89,460.45,464.89
12/9/1993,37.00%,39.00%,24.00%,100%,37.63%,13.00%,466.89,462.66,463.93
12/16/1993,33.00%,38.00%,29.00%,100%,36.50%,4.00%,466.38,461.84,466.38
12/23/1993,36.00%,31.00%,33.00%,100%,35.63%,3.00%,468.97,463.34,467.38
12/30/1993,44.00%,28.00%,28.00%,100%,37.13%,16.00%,471.29,466.45,466.45
1/6/1994,40.00%,33.00%,27.00%,100%,37.75%,13.00%,470.26,464.36,469.9
1/13/1994,38.00%,31.00%,31.00%,100%,38.25%,7.00%,475.32,467.03,474.91
1/20/1994,48.00%,26.00%,26.00%,100%,38.63%,22.00%,475.56,472.21,474.72
1/27/1994,41.00%,25.00%,34.00%,100%,39.63%,7.00%,479.75,470.27,478.7
2/3/1994,38.00%,29.00%,33.00%,100%,39.75%,5.00%,482.85,469.28,469.81
2/10/1994,49.00%,27.00%,24.00%,100%,41.75%,25.00%,473.13,466.89,470.18
2/17/1994,40.00%,36.00%,24.00%,100%,42.25%,16.00%,475.13,466.07,467.69
2/24/1994,41.00%,30.00%,29.00%,100%,41.88%,12.00%,472.41,464.26,466.07
3/3/1994,31.00%,42.00%,27.00%,100%,40.75%,4.00%,469.16,457.67,464.74
3/10/1994,29.00%,34.00%,37.00%,100%,39.63%,-8.00%,468.07,462.46,466.44
3/17/1994,24.00%,41.00%,35.00%,100%,36.63%,-11.00%,471.09,465.48,471.06
3/24/1994,29.00%,37.00%,34.00%,100%,35.13%,-5.00%,471.06,460.58,460.58
3/31/1994,23.00%,33.00%,44.00%,100%,33.25%,-21.00%,465.29,436.16,445.77
4/7/1994,28.00%,31.00%,41.00%,100%,30.63%,-13.00%,451.1,435.86,447.1
4/14/1994,29.00%,23.00%,48.00%,100%,29.25%,-19.00%,450.89,442.62,446.18
4/21/1994,26.00%,41.00%,33.00%,100%,27.38%,-7.00%,449.96,438.83,447.63
4/28/1994,27.00%,35.00%,38.00%,100%,26.88%,-11.00%,452.79,447.58,450.91
5/5/1994,32.00%,32.00%,36.00%,100%,27.25%,-4.00%,453.98,445.64,447.82
5/12/1994,38.00%,32.00%,30.00%,100%,29.00%,8.00%,447.82,440.78,444.14
5/19/1994,22.00%,36.00%,42.00%,100%,28.13%,-20.00%,456.88,443.62,454.92
5/26/1994,29.00%,33.00%,38.00%,100%,28.88%,-9.00%,457.77,451.79,457.33
6/2/1994,39.00%,36.00%,25.00%,100%,30.25%,14.00%,460.86,453.99,460.13
6/9/1994,28.00%,47.00%,25.00%,100%,30.13%,3.00%,461.87,455.43,458.67
6/16/1994,32.00%,42.00%,26.00%,100%,30.88%,6.00%,463.23,457.18,458.45
6/23/1994,29.00%,45.00%,26.00%,100%,31.13%,3.00%,458.45,442.51,442.8
6/30/1994,32.00%,37.00%,31.00%,100%,31.13%,1.00%,449.83,439.83,446.2
7/7/1994,28.00%,32.00%,40.00%,100%,29.88%,-12.00%,449.75,444.18,449.55
7/14/1994,25.00%,40.00%,35.00%,100%,30.25%,-10.00%,454.33,444.65,454.16
7/21/1994,34.00%,38.00%,28.00%,100%,30.88%,6.00%,455.71,450.69,453.11
7/28/1994,27.00%,42.00%,31.00%,100%,29.38%,-4.00%,459.33,451.36,458.26
8/4/1994,22.00%,52.00%,26.00%,100%,28.63%,-4.00%,462.77,456.08,457.09
8/11/1994,34.00%,37.00%,29.00%,100%,28.88%,5.00%,462.27,456.66,461.94
8/18/1994,30.00%,40.00%,30.00%,100%,29.00%,0.00%,465.91,459.89,463.68
8/25/1994,32.00%,39.00%,29.00%,100%,29.00%,3.00%,474.65,461.46,473.8
9/1/1994,43.00%,34.00%,23.00%,100%,30.88%,20.00%,477.59,470.67,470.99
9/8/1994,47.00%,33.00%,20.00%,100%,33.63%,27.00%,473.4,466.55,468.18
9/15/1994,45.00%,25.00%,30.00%,100%,35.00%,15.00%,474.81,466.15,471.19
9/22/1994,37.00%,36.00%,27.00%,100%,36.25%,10.00%,473.15,458.47,459.67
9/29/1994,38.00%,32.00%,30.00%,100%,38.25%,8.00%,464.84,459.01,462.69
10/6/1994,33.00%,39.00%,28.00%,100%,38.13%,5.00%,463.31,449.27,455.1
10/13/1994,35.00%,39.00%,26.00%,100%,38.75%,9.00%,471.3,455.1,469.1
10/20/1994,39.00%,33.00%,28.00%,100%,39.63%,11.00%,471.43,463.83,464.89
10/27/1994,43.00%,38.00%,19.00%,100%,39.63%,24.00%,473.78,458.26,473.77
11/3/1994,40.00%,35.00%,25.00%,100%,38.75%,15.00%,474.74,462.28,462.28
11/10/1994,37.00%,31.00%,32.00%,100%,37.75%,5.00%,469.95,461.25,462.35
11/17/1994,39.00%,22.00%,39.00%,100%,38.00%,0.00%,468.51,460.25,461.47
11/23/1994,39.00%,32.00%,29.00%,100%,38.13%,10.00%,466.25,444.18,449.93
11/30/1994,44.00%,30.00%,26.00%,100%,39.50%,18.00%,457.13,447.97,453.3
12/8/1994,30.00%,35.00%,35.00%,100%,38.88%,-5.00%,455.04,442.88,446.96
12/15/1994,33.00%,35.00%,32.00%,100%,38.13%,1.00%,458.8,445.62,458.8
12/22/1994,42.00%,25.00%,33.00%,100%,38.00%,9.00%,461.7,455.34,459.67
12/29/1994,40.00%,43.00%,17.00%,100%,38.00%,23.00%,462.73,459,459.27
1/5/1995,44.00%,31.00%,25.00%,100%,38.88%,19.00%,462.49,457.2,460.68
1/12/1995,36.00%,42.00%,22.00%,100%,38.50%,14.00%,466.43,459.74,465.97
1/19/1995,37.00%,39.00%,24.00%,100%,38.25%,13.00%,470.43,463.99,464.78
1/26/1995,38.00%,37.00%,25.00%,100%,37.50%,13.00%,471.36,464.4,470.39
2/2/1995,38.00%,37.00%,25.00%,100%,38.50%,13.00%,479.91,467.49,478.64
2/9/1995,34.00%,43.00%,23.00%,100%,38.63%,11.00%,482.6,478.36,481.46
2/16/1995,43.00%,37.00%,20.00%,100%,38.75%,23.00%,485.54,480.89,481.97
2/23/1995,46.00%,37.00%,17.00%,100%,39.50%,29.00%,489.19,481.97,488.11
3/2/1995,53.00%,26.00%,21.00%,100%,40.63%,32.00%,488.11,483.07,485.42
3/9/1995,48.00%,34.00%,18.00%,100%,42.13%,30.00%,490.37,479.7,489.57
3/16/1995,39.00%,41.00%,20.00%,100%,42.38%,19.00%,496.67,489.35,495.52
3/23/1995,47.00%,30.00%,23.00%,100%,43.50%,24.00%,500.97,493.67,500.97
3/30/1995,52.00%,23.00%,25.00%,100%,45.25%,27.00%,508.15,495.7,500.71
4/6/1995,42.00%,25.00%,33.00%,100%,46.25%,9.00%,507.19,500.2,506.42
4/13/1995,40.00%,23.00%,37.00%,100%,45.88%,3.00%,509.83,503.59,509.23
4/20/1995,37.00%,27.00%,36.00%,100%,44.75%,1.00%,508.49,501.19,508.49
4/27/1995,52.00%,29.00%,19.00%,100%,44.63%,33.00%,515.29,507.44,514.71
5/4/1995,42.00%,27.00%,31.00%,100%,43.88%,11.00%,525.4,513.03,520.12
5/11/1995,44.00%,26.00%,30.00%,100%,44.50%,14.00%,527.05,519.14,525.55
5/18/1995,42.00%,23.00%,35.00%,100%,43.88%,7.00%,529.08,517.07,519.19
5/25/1995,44.00%,26.00%,30.00%,100%,42.88%,14.00%,531.91,519.19,523.65
6/1/1995,39.00%,34.00%,27.00%,100%,42.50%,12.00%,536.91,521.38,532.51
6/8/1995,44.00%,25.00%,31.00%,100%,43.00%,13.00%,537.73,526,527.94
6/15/1995,36.00%,31.00%,33.00%,100%,42.88%,3.00%,539.98,527.94,539.83
6/22/1995,48.00%,21.00%,31.00%,100%,42.38%,17.00%,551.07,539.83,549.71
6/29/1995,35.00%,28.00%,37.00%,100%,41.50%,-2.00%,549.79,540.79,544.75
7/6/1995,35.00%,34.00%,31.00%,100%,40.38%,4.00%,556.37,544.43,556.37
7/13/1995,44.00%,18.00%,38.00%,100%,40.63%,6.00%,562,553.8,559.89
7/20/1995,43.00%,30.00%,27.00%,100%,40.50%,16.00%,562.72,550.98,553.62
7/27/1995,41.00%,26.00%,33.00%,100%,40.75%,8.00%,565.4,553.62,562.93
8/3/1995,38.00%,34.00%,28.00%,100%,40.00%,10.00%,565.62,554.1,558.94
8/10/1995,40.00%,30.00%,30.00%,100%,40.50%,10.00%,561.59,553.04,555.11
8/17/1995,36.00%,43.00%,21.00%,100%,39.00%,15.00%,561.24,554.76,559.21
8/24/1995,35.00%,28.00%,37.00%,100%,39.00%,-2.00%,563.34,555.2,560.1
8/31/1995,38.00%,42.00%,20.00%,100%,39.38%,18.00%,564.62,555.71,563.84
9/7/1995,37.00%,36.00%,27.00%,100%,38.50%,10.00%,572.68,563.84,572.68
9/14/1995,46.00%,32.00%,22.00%,100%,38.88%,24.00%,585.07,572.68,583.35
9/21/1995,46.00%,25.00%,29.00%,100%,39.50%,17.00%,586.79,578.25,581.73
9/28/1995,42.00%,27.00%,31.00%,100%,40.00%,11.00%,587.61,574.68,584.41
10/5/1995,39.00%,37.00%,24.00%,100%,39.88%,15.00%,585.05,578.48,582.49
10/12/1995,41.00%,30.00%,29.00%,100%,40.50%,12.00%,587.39,571.55,584.5
10/19/1995,47.00%,32.00%,21.00%,100%,42.00%,26.00%,590.66,581.9,587.46
10/26/1995,46.00%,33.00%,21.00%,100%,43.00%,25.00%,587.46,572.53,579.7
11/2/1995,47.00%,34.00%,19.00%,100%,44.25%,28.00%,590.57,579.7,590.57
11/9/1995,49.00%,35.00%,16.00%,100%,44.63%,33.00%,593.9,584.24,592.72
11/16/1995,46.00%,31.00%,23.00%,100%,44.63%,23.00%,600.14,588.36,600.07
11/22/1995,48.00%,18.00%,34.00%,100%,45.38%,14.00%,600.71,595.42,598.4
11/30/1995,51.00%,30.00%,19.00%,100%,46.88%,32.00%,608.69,599.02,606.98
12/7/1995,48.00%,28.00%,24.00%,100%,47.75%,24.00%,621.11,606.85,617.48
12/14/1995,51.00%,23.00%,26.00%,100%,48.25%,25.00%,621.69,616.34,616.34
12/21/1995,48.00%,28.00%,24.00%,100%,48.50%,24.00%,616.34,605.05,611.96
12/28/1995,46.00%,34.00%,20.00%,100%,48.38%,26.00%,615.93,611.96,615.93
1/4/1996,55.00%,18.00%,27.00%,100%,49.13%,28.00%,624.52,612.02,616.71
1/11/1996,#N/A,#N/A,#N/A,#N/A,#N/A,,619.15,597.29,601.81
1/18/1996,42.00%,29.00%,29.00%,100%,#N/A,13.00%,612.92,598.47,611.83
1/25/1996,36.00%,40.00%,24.00%,100%,#N/A,12.00%,621.62,610.65,621.62
2/1/1996,54.00%,31.00%,15.00%,100%,#N/A,39.00%,639.26,621.42,635.84
2/8/1996,53.00%,31.00%,16.00%,100%,#N/A,37.00%,656.37,641.43,656.37
2/15/1996,54.00%,21.00%,25.00%,100%,#N/A,29.00%,664.23,646.99,647.98
2/22/1996,49.00%,22.00%,29.00%,100%,#N/A,20.00%,663,638.79,659.08
2/29/1996,45.00%,28.00%,27.00%,100%,#N/A,18.00%,659.08,635,644.37
3/7/1996,44.00%,28.00%,28.00%,100%,47.13%,16.00%,656.97,627.63,633.5
3/14/1996,36.00%,35.00%,29.00%,100%,46.38%,7.00%,641.43,637.09,641.43
3/21/1996,47.00%,31.00%,22.00%,100%,47.75%,25.00%,656.18,641.43,650.62
3/28/1996,45.00%,31.00%,24.00%,100%,46.63%,21.00%,652.97,645.5,645.5
4/4/1996,40.00%,43.00%,17.00%,100%,45.00%,23.00%,656.68,645.5,655.86
4/11/1996,40.00%,42.00%,18.00%,100%,43.25%,22.00%,655.86,624.14,636.71
4/18/1996,36.00%,38.00%,26.00%,100%,41.63%,10.00%,647.32,631.18,645.07
4/25/1996,28.00%,40.00%,32.00%,100%,39.50%,-4.00%,656.43,643.61,653.46
5/2/1996,48.00%,31.00%,21.00%,100%,40.00%,27.00%,656.44,640.23,641.63
5/9/1996,46.00%,38.00%,16.00%,100%,41.25%,30.00%,652.09,638.26,652.09
5/16/1996,37.00%,40.00%,23.00%,100%,40.00%,14.00%,669.84,645.44,668.91
5/23/1996,51.00%,35.00%,14.00%,100%,40.75%,37.00%,681.1,667.64,678.51
5/30/1996,61.00%,29.00%,10.00%,100%,43.38%,51.00%,679.98,664.56,669.12
6/6/1996,47.00%,28.00%,25.00%,100%,44.25%,22.00%,680.32,662.48,673.31
6/13/1996,49.00%,28.00%,23.00%,100%,45.88%,26.00%,676.72,664.35,665.85
6/20/1996,42.00%,32.00%,26.00%,100%,47.63%,16.00%,668.27,661.34,666.84
6/27/1996,42.00%,41.00%,17.00%,100%,46.88%,25.00%,672.68,661.56,670.63
7/3/1996,32.00%,44.00%,24.00%,100%,45.13%,8.00%,675.88,670.21,672.4
7/11/1996,40.00%,35.00%,25.00%,100%,45.50%,15.00%,657.65,639.52,646.19
7/18/1996,29.00%,45.00%,26.00%,100%,42.75%,3.00%,646.19,605.88,638.73
7/25/1996,30.00%,32.00%,38.00%,100%,38.88%,-8.00%,638.73,616.43,635.9
8/1/1996,29.00%,38.00%,33.00%,100%,36.63%,-4.00%,662.49,629.22,662.49
8/8/1996,27.00%,42.00%,31.00%,100%,33.88%,-4.00%,665.37,656.83,662.1
8/15/1996,43.00%,37.00%,20.00%,100%,34.00%,23.00%,666.34,658.47,665.21
8/22/1996,28.00%,46.00%,26.00%,100%,32.25%,2.00%,670.68,662.16,667.03
8/29/1996,28.00%,43.00%,29.00%,100%,31.75%,-1.00%,670.68,650.52,651.99
9/5/1996,29.00%,35.00%,36.00%,100%,30.38%,-7.00%,658.21,643.97,655.68
9/12/1996,26.00%,46.00%,28.00%,100%,30.00%,-2.00%,681.39,655.68,680.54
9/19/1996,28.00%,41.00%,31.00%,100%,29.75%,-3.00%,687.07,679.06,687.03
9/26/1996,34.00%,39.00%,27.00%,100%,30.38%,7.00%,690.88,681.01,686.19
10/3/1996,40.00%,31.00%,29.00%,100%,32.00%,11.00%,701.74,686.03,701.46
10/10/1996,38.00%,36.00%,26.00%,100%,31.38%,12.00%,705.76,693.34,700.66
10/17/1996,39.00%,36.00%,25.00%,100%,32.75%,14.00%,711.04,699.07,710.82
10/24/1996,42.00%,33.00%,25.00%,100%,34.50%,17.00%,714.1,700.53,700.92
10/31/1996,37.00%,29.00%,34.00%,100%,35.50%,3.00%,708.6,696.22,703.77
11/7/1996,26.00%,45.00%,29.00%,100%,35.50%,-3.00%,730.82,702.84,730.82
11/14/1996,37.00%,34.00%,29.00%,100%,36.63%,8.00%,741.92,728.03,737.62
11/21/1996,43.00%,30.00%,27.00%,100%,37.75%,16.00%,748.73,737.02,748.73
11/27/1996,52.00%,27.00%,21.00%,100%,39.25%,31.00%,762.12,741.08,755
12/5/1996,41.00%,26.00%,33.00%,100%,39.63%,8.00%,761.75,726.98,739.6
12/12/1996,40.00%,28.00%,32.00%,100%,39.75%,8.00%,753.43,718.98,728.64
12/19/1996,33.00%,28.00%,39.00%,100%,38.63%,-6.00%,755.41,716.69,748.87
12/26/1996,37.00%,33.00%,30.00%,100%,38.63%,7.00%,756.79,746.92,756.79
1/2/1997,43.00%,33.00%,24.00%,100%,40.75%,19.00%,753.85,737.01,748.03
1/9/1997,36.00%,39.00%,25.00%,100%,40.63%,11.00%,759.65,742.18,759.5
1/16/1997,42.00%,32.00%,26.00%,100%,40.50%,16.00%,776.17,759.51,776.17
1/23/1997,37.00%,41.00%,22.00%,100%,38.63%,15.00%,794.67,768.17,770.52
1/30/1997,51.00%,33.00%,16.00%,100%,39.88%,35.00%,791.86,761.75,786.16
2/6/1997,47.00%,29.00%,24.00%,100%,40.75%,23.00%,789.72,773.43,789.56
2/13/1997,45.00%,37.00%,18.00%,100%,42.25%,27.00%,812.93,780.95,808.48
2/20/1997,44.00%,36.00%,20.00%,100%,43.13%,24.00%,817.68,799.99,801.77
2/27/1997,63.00%,22.00%,15.00%,100%,45.63%,48.00%,812.85,788.5,790.82
3/6/1997,43.00%,37.00%,20.00%,100%,46.50%,23.00%,808.19,785.66,804.97
3/13/1997,34.00%,36.00%,30.00%,100%,45.50%,4.00%,814.9,789.44,793.17
3/20/1997,36.00%,42.00%,22.00%,100%,45.38%,14.00%,797.18,786.29,784.1
3/27/1997,27.00%,40.00%,33.00%,100%,42.38%,-6.00%,790.89,773.88,773.88
4/3/1997,29.00%,40.00%,31.00%,100%,40.13%,-2.00%,759.64,750.32,757.9
4/10/1997,26.00%,37.00%,37.00%,100%,37.75%,-11.00%,769.53,737.64,737.65
4/17/1997,31.00%,41.00%,28.00%,100%,36.13%,3.00%,768.55,733.54,766.34
4/24/1997,28.00%,40.00%,32.00%,100%,31.75%,-4.00%,779.89,756.38,765.37
5/1/1997,27.00%,44.00%,29.00%,100%,29.75%,-2.00%,812.99,763.3,812.97
5/8/1997,30.00%,44.00%,26.00%,100%,29.25%,4.00%,832.29,811.8,824.78
5/15/1997,41.00%,36.00%,23.00%,100%,29.88%,18.00%,842.45,824.78,829.75
5/22/1997,40.00%,35.00%,25.00%,100%,31.50%,15.00%,848.49,826.41,847.03
5/29/1997,40.00%,40.00%,20.00%,100%,32.88%,20.00%,851.87,831.87,848.28
6/5/1997,52.00%,33.00%,15.00%,100%,36.13%,37.00%,859.24,838.82,858.01
6/12/1997,49.00%,35.00%,16.00%,100%,38.38%,33.00%,894.69,858.01,893.27
6/19/1997,59.00%,26.00%,15.00%,100%,42.25%,44.00%,901.77,886.19,898.7
6/26/1997,52.00%,25.00%,23.00%,100%,45.38%,29.00%,902.09,878.43,887.3
7/3/1997,45.00%,30.00%,25.00%,100%,47.25%,20.00%,917.82,879.82,916.92
7/10/1997,49.00%,33.00%,18.00%,100%,48.25%,31.00%,923.26,902.48,916.68
7/17/1997,54.00%,30.00%,16.00%,100%,50.00%,38.00%,939.32,912.02,915.3
7/24/1997,53.00%,25.00%,22.00%,100%,51.63%,31.00%,945.65,907.12,938.79
7/31/1997,48.00%,26.00%,26.00%,100%,51.13%,22.00%,955.35,932.56,947.14
8/7/1997,49.00%,28.00%,23.00%,100%,51.13%,26.00%,964.17,925.74,933.54
8/14/1997,49.00%,30.00%,21.00%,100%,49.88%,28.00%,942.99,900.81,900.81
8/21/1997,47.00%,33.00%,20.00%,100%,49.25%,27.00%,939.47,905.52,923.55
8/28/1997,50.00%,28.00%,22.00%,100%,49.88%,28.00%,920.16,899.47,899.47
9/4/1997,37.00%,38.00%,25.00%,100%,48.38%,12.00%,940.37,899.47,929.05
9/11/1997,42.00%,36.00%,22.00%,100%,46.88%,20.00%,938.9,902.56,923.91
9/18/1997,40.00%,44.00%,16.00%,100%,45.25%,24.00%,952.35,919.41,950.51
9/25/1997,39.00%,42.00%,19.00%,100%,44.13%,20.00%,960.59,937.38,945.22
10/2/1997,38.00%,43.00%,19.00%,100%,42.75%,19.00%,975.47,941.94,965.03
10/9/1997,43.00%,43.00%,14.00%,100%,42.00%,29.00%,983.12,963.34,966.98
10/16/1997,43.00%,36.00%,21.00%,100%,41.50%,22.00%,973.46,931.58,944.16
10/23/1997,40.00%,46.00%,14.00%,100%,40.25%,26.00%,972.61,937.55,941.64
10/30/1997,41.00%,36.00%,23.00%,100%,40.75%,18.00%,941.64,855.27,914.62
11/6/1997,38.00%,37.00%,25.00%,100%,40.25%,13.00%,949.62,914.62,927.51
11/13/1997,45.00%,38.00%,17.00%,100%,40.88%,28.00%,935.9,900.16,928.35
11/20/1997,40.00%,38.00%,22.00%,100%,41.00%,18.00%,963.09,938.23,963.09
11/26/1997,40.00%,40.00%,20.00%,100%,41.25%,20.00%,963.09,944.71,955.4
12/4/1997,49.00%,33.00%,18.00%,100%,42.00%,31.00%,986.25,966.16,983.79
12/11/1997,46.00%,37.00%,17.00%,100%,42.38%,29.00%,985.67,947,953.39
12/18/1997,40.00%,41.00%,19.00%,100%,42.38%,21.00%,974.3,924.92,946.78
12/24/1997,41.00%,36.00%,23.00%,100%,42.38%,18.00%,956.73,932.7,936.46
12/31/1997,34.00%,35.00%,31.00%,100%,41.88%,3.00%,975.02,936.46,975.04
1/8/1998,42.00%,40.00%,18.00%,100%,41.50%,24.00%,982.63,921.72,927.69
1/16/1998,38.00%,45.00%,17.00%,100%,41.25%,21.00%,965.12,912.83,961.51
1/23/1998,31.00%,39.00%,30.00%,100%,40.13%,1.00%,978.6,950.86,957.59
1/30/1998,38.00%,42.00%,20.00%,100%,38.75%,18.00%,992.65,954.24,980.28
2/5/1998,30.00%,45.00%,25.00%,100%,36.75%,5.00%,"1,013.51",980.28,"1,012.46"
2/12/1998,45.00%,36.00%,19.00%,100%,37.38%,26.00%,"1,026.30","1,006.28","1,020.09"
2/19/1998,42.00%,43.00%,15.00%,100%,37.50%,27.00%,"1,034.21","1,020.09","1,034.21"
2/26/1998,53.00%,33.00%,14.00%,100%,39.88%,39.00%,"1,051.66","1,028.89","1,049.34"
3/5/1998,53.00%,34.00%,13.00%,100%,41.25%,40.00%,"1,055.69","1,044.70","1,055.69"
3/12/1998,44.00%,36.00%,20.00%,100%,42.00%,24.00%,"1,075.86","1,050.02","1,068.61"
3/19/1998,40.00%,38.00%,22.00%,100%,43.13%,18.00%,"1,101.04","1,068.61","1,099.16"
3/26/1998,45.00%,35.00%,20.00%,100%,44.00%,25.00%,"1,113.07","1,090.02","1,093.55"
4/2/1998,46.00%,32.00%,22.00%,100%,46.00%,24.00%,"1,090.02","1,110.13","1,108.15"
4/9/1998,41.00%,36.00%,23.00%,100%,45.50%,18.00%,"1,131.99","1,098.21","1,110.67"
4/16/1998,53.00%,32.00%,15.00%,100%,46.88%,38.00%,"1,122.72","1,100.60","1,122.72"
4/23/1998,40.00%,38.00%,22.00%,100%,45.25%,18.00%,"1,132.98","1,104.77","1,107.90"
4/30/1998,44.00%,31.00%,25.00%,100%,44.13%,19.00%,"1,121.02","1,076.70","1,121.00"
5/7/1998,43.00%,34.00%,23.00%,100%,44.00%,20.00%,"1,130.52","1,094.53","1,108.14"
5/14/1998,33.00%,41.00%,26.00%,100%,43.13%,7.00%,"1,124.03","1,102.78","1,108.73"
5/21/1998,38.00%,39.00%,23.00%,100%,42.25%,15.00%,"1,124.45","1,097.99","1,110.47"
5/28/1998,34.00%,40.00%,26.00%,100%,40.75%,8.00%,"1,116.79","1,074.39","1,090.82"
6/4/1998,25.00%,44.00%,31.00%,100%,38.75%,-6.00%,"1,113.88","1,078.10","1,113.86"
6/11/1998,27.00%,49.00%,24.00%,100%,35.50%,3.00%,"1,126.00","1,080.83","1,098.84"
6/18/1998,29.00%,38.00%,33.00%,100%,34.13%,-4.00%,"1,112.87","1,074.67","1,100.65"
6/25/1998,28.00%,44.00%,28.00%,100%,32.13%,0.00%,"1,142.04","1,099.42","1,133.20"
7/2/1998,33.00%,48.00%,19.00%,100%,30.88%,14.00%,"1,148.56","1,131.91","1,146.42"
7/9/1998,36.00%,44.00%,20.00%,100%,31.25%,16.00%,"1,166.93","1,145.03","1,164.33"
7/16/1998,35.00%,44.00%,21.00%,100%,30.88%,14.00%,"1,188.10","1,160.21","1,186.75"
7/23/1998,37.00%,39.00%,24.00%,100%,31.25%,13.00%,"1,190.58","1,129.11","1,140.80"
7/30/1998,44.00%,36.00%,20.00%,100%,33.63%,24.00%,"1,147.27","1,114.30","1,120.67"
8/6/1998,30.00%,44.00%,26.00%,100%,34.00%,4.00%,"1,121.79","1,057.35","1,089.45"
8/13/1998,27.00%,38.00%,35.00%,100%,33.75%,-8.00%,"1,092.82","1,054.00","1,062.75"
8/20/1998,25.00%,42.00%,33.00%,100%,33.38%,-8.00%,"1,106.32","1,054.92","1,081.24"
8/27/1998,23.00%,32.00%,45.00%,100%,32.13%,-22.00%,"1,106.64","1,021.04","1,027.04"
9/3/1998,23.00%,37.00%,40.00%,100%,30.50%,-17.00%,"1,033.47",939.98,973.89
9/10/1998,29.00%,31.00%,40.00%,100%,29.75%,-11.00%,"1,027.72",968.64,"1,009.06"
9/17/1998,34.00%,35.00%,31.00%,100%,29.38%,3.00%,"1,046.07","1,009.06","1,020.09"
9/24/1998,34.00%,38.00%,28.00%,100%,28.13%,6.00%,"1,066.11",993.82,"1,044.75"
